route_id,route_short_name,shift,n_trips,n_stop_events,demand_level,allocated_buses
234-EC,234-EC,afternoon,4,77,busy,2
234-EC,234-EC,morning,6,172,busy,3
234-EC,234-EC,other,4,105,busy,2
234-F KBS-AGSLO,234-F,afternoon,4,81,busy,2
234-F KBS-AGSLO,234-F,morning,4,103,busy,2
234-F KBS-AGSLO,234-F,other,2,44,normal,1
235-A SNBS-NBDA,235-A,morning,1,28,free,1
235-K,235-K,afternoon,3,97,busy,2
235-K,235-K,morning,4,131,busy,2
235-K BSN-DBT,235-K,afternoon,1,15,free,1
235-K KBS-RMS,235-K,afternoon,3,81,busy,2
235-K KBS-RMS,235-K,other,1,34,normal,1
237-C,237-C,afternoon,1,8,free,1
237-C,237-C,morning,3,72,busy,2
237-C,237-C,other,3,64,busy,2
237-J,237-J,afternoon,1,15,free,1
237-J,237-J,morning,4,126,busy,2
237-J,237-J,other,2,48,normal,1
238-C,238-C,afternoon,6,132,busy,3
238-C,238-C,morning,5,117,busy,3
238-C,238-C,other,4,79,busy,2
238-E NTR-SBS,238-E,morning,1,23,free,1
238-J,238-J,afternoon,6,137,busy,3
238-J,238-J,morning,4,93,busy,2
238-J,238-J,other,1,13,free,1
238-S DPJN-SGK,238-S,morning,1,20,free,1
238-U,238-U,afternoon,23,668,busy,9
238-U,238-U,morning,17,510,busy,7
238-U,238-U,other,4,94,busy,2
238-U CLO-MDPC,238-U,afternoon,2,21,free,1
238-U CLO-MDPC,238-U,other,4,35,normal,1
238-U D31G-KBS,238-U,afternoon,1,31,normal,1
238-U D31G-KBS,238-U,morning,1,31,normal,1
238-U KBS-CLO,238-U,afternoon,1,19,free,1
238-U KBS-CLO,238-U,morning,3,57,normal,1
238-U KBS-DPJN,238-U,afternoon,1,15,free,1
238-U KBS-DPJN,238-U,morning,4,60,busy,2
238-U KBS-KHBQ,238-U,other,1,32,normal,1
238-U KBS-SMH,238-U,morning,1,32,normal,1
238-U SBS-MDPC,238-U,afternoon,1,26,free,1
238-U SBS-MDPC,238-U,morning,3,79,busy,2
238-U SPHS-MDPC,238-U,morning,1,33,normal,1
238-UA,238-UA,afternoon,4,87,busy,2
238-UA,238-UA,morning,3,83,busy,2
238-UA,238-UA,other,1,30,free,1
238-UA SBS-AIT,238-UA,afternoon,2,60,busy,2
238-UC,238-UC,afternoon,10,241,busy,4
238-UC,238-UC,morning,11,284,busy,5
238-UC,238-UC,other,6,158,busy,3
238-UC D31G-VSL,238-UC,morning,1,13,free,1
238-UM,238-UM,afternoon,49,1403,busy,17
238-UM,238-UM,morning,60,1989,busy,21
238-UM,238-UM,other,44,1360,busy,16
238-UM CLO-UST,238-UM,afternoon,1,18,free,1
238-UM DPN-VJN-UST,238-UM,afternoon,3,90,busy,2
238-UM DPN-VJN-UST,238-UM,morning,5,150,busy,3
238-UM DPN-VJN-UST,238-UM,other,2,60,busy,2
238-UN,238-UN,afternoon,3,99,busy,2
238-UN,238-UN,morning,7,214,busy,3
238-UN,238-UN,other,5,149,busy,3
238-US,238-US,afternoon,14,389,busy,6
238-US,238-US,morning,16,458,busy,6
238-US,238-US,other,9,275,busy,4
238-US KBS-VJN-DPJN,238-US,afternoon,1,16,free,1
238-US KBS-VJN-DPJN,238-US,morning,6,97,busy,3
238-US KBS-VJN-DPJN,238-US,other,5,85,busy,3
238-V,238-V,afternoon,41,1085,busy,15
238-V,238-V,morning,30,812,busy,11
238-V,238-V,other,18,452,busy,7
238-V CLO-MDPC,238-V,morning,1,15,free,1
238-V KBS-D31,238-V,afternoon,1,32,normal,1
238-V KBS-DPN,238-V,afternoon,1,14,free,1
238-V KBS-DPN,238-V,morning,5,70,busy,3
238-V KBS-DPN,238-V,other,5,75,busy,3
238-VA,238-VA,afternoon,4,120,busy,2
238-VA,238-VA,morning,3,90,busy,2
238-VB,238-VB,afternoon,7,167,busy,3
238-VB,238-VB,morning,7,195,busy,3
238-VB,238-VB,other,6,165,busy,3
238-VM,238-VM,afternoon,3,95,busy,2
238-VM,238-VM,morning,6,193,busy,3
238-VM,238-VM,other,5,114,busy,3
238-W,238-W,afternoon,4,133,busy,2
238-W,238-W,morning,3,74,busy,2
238-W,238-W,other,1,34,normal,1
238-W D31G-NRP,238-W,morning,1,10,free,1
238-Y,238-Y,afternoon,3,65,busy,2
238-Y,238-Y,morning,3,77,busy,2
24,24,afternoon,2,33,normal,1
24,24,morning,6,117,busy,3
24,24,other,5,84,busy,3
24-A,24-A,afternoon,2,21,free,1
24-A,24-A,morning,5,93,busy,3
24-A,24-A,other,4,71,busy,2
240,240,afternoon,5,117,busy,3
240,240,morning,8,259,busy,4
240,240,other,3,93,busy,2
240 KBS-MCH,240 KBS-MCH,afternoon,5,136,busy,3
240 KBS-MCH,240 KBS-MCH,other,2,35,normal,1
240-A,240-A,morning,2,67,busy,2
240-A D35G-MCH,240-A,morning,1,6,free,1
240-A D35G-MCH,240-A,other,1,6,free,1
240-BA,240-BA,afternoon,3,58,normal,1
240-BA,240-BA,morning,1,21,free,1
240-BA,240-BA,other,1,9,free,1
240-BA D31G-MMN,240-BA,morning,1,7,free,1
240-C,240-C,afternoon,4,73,busy,2
240-C,240-C,morning,6,173,busy,3
240-C,240-C,other,4,108,busy,2
240-C D35G-KCH,240-C,afternoon,3,24,free,1
240-C D35G-KCH,240-C,morning,2,16,free,1
240-C D35G-KCH,240-C,other,1,8,free,1
240-E,240-E,afternoon,2,69,busy,2
240-E,240-E,morning,5,153,busy,3
240-E,240-E,other,3,87,busy,2
240-E D35G-BKH,240-E,afternoon,1,7,free,1
240-E KBS-BKH,240-E,afternoon,1,5,free,1
240-E KBS-BKH,240-E,other,2,54,normal,1
240-F,240-F,afternoon,5,249,busy,3
240-F,240-F,morning,7,377,busy,3
240-F,240-F,other,3,77,busy,2
240-H,240-H,afternoon,5,98,busy,3
240-H,240-H,morning,4,82,busy,2
240-H,240-H,other,4,84,busy,2
240-H KMT-LDH,240-H,morning,1,28,free,1
240-HA,240-HA,afternoon,5,132,busy,3
240-HA,240-HA,morning,4,100,busy,2
240-J,240-J,afternoon,2,81,busy,2
240-J,240-J,morning,2,118,busy,2
240-J,240-J,other,1,37,normal,1
240-J DML-CML-KMT,240-J,afternoon,1,19,free,1
240-J DML-CML-KMT,240-J,morning,1,56,normal,1
240-J DML-CML-KMT,240-J,other,2,93,busy,2
240-J KMT-DML-CML,240-J,morning,1,56,normal,1
240-J KMT-DML-CML,240-J,other,1,60,busy,2
240-K,240-K,morning,1,76,busy,2
240-K,240-K,other,1,78,busy,2
240-M,240-M,afternoon,4,201,busy,2
240-M,240-M,morning,3,212,busy,2
240-M,240-M,other,3,99,busy,2
240-MA,240-MA,afternoon,35,1791,busy,13
240-MA,240-MA,morning,26,1456,busy,10
240-MA,240-MA,other,16,817,busy,6
240-MA DPJN-MGD,240-MA,afternoon,1,30,free,1
240-MA DPJN-MGD,240-MA,morning,1,27,free,1
240-MB,240-MB,afternoon,3,148,busy,2
240-MB,240-MB,morning,5,303,busy,3
240-MB,240-MB,other,4,215,busy,2
240-MD,240-MD,afternoon,8,340,busy,4
240-MD,240-MD,morning,14,610,busy,6
240-MD,240-MD,other,5,204,busy,3
240-N,240-N,morning,2,161,busy,2
240-R,240-R,afternoon,9,202,busy,4
240-R,240-R,morning,9,179,busy,4
240-R,240-R,other,1,3,free,1
241,241,afternoon,9,253,busy,4
241,241,morning,7,221,busy,3
241,241,other,5,138,busy,3
241-A,241-A,morning,1,34,normal,1
241-B,241-B,afternoon,9,225,busy,4
241-B,241-B,morning,9,249,busy,4
241-B,241-B,other,3,48,normal,1
241-B D35G-KCP,241-B,afternoon,3,12,free,1
241-B D35G-KCP,241-B,morning,5,20,free,1
241-B D35G-KCP,241-B,other,2,8,free,1
241-C,241-C,afternoon,2,52,normal,1
241-C,241-C,morning,5,139,busy,3
241-C,241-C,other,4,84,busy,2
241-CB,241-CB,afternoon,6,126,busy,3
241-CB,241-CB,morning,3,63,busy,2
241-CB,241-CB,other,1,11,free,1
241-CD,241-CD,afternoon,4,107,busy,2
241-CD,241-CD,morning,6,174,busy,3
241-CD,241-CD,other,4,97,busy,2
241-CN,241-CN,afternoon,4,87,busy,2
241-CN,241-CN,morning,3,69,busy,2
241-CN,241-CN,other,2,28,free,1
241-D,241-D,morning,2,44,normal,1
241-D,241-D,other,1,22,free,1
241-D BRTN-VSD,241-D,morning,2,48,normal,1
241-D BRTN2-MRTG-CVB,241-D,afternoon,1,10,free,1
241-D BRTN2-MRTG-CVB,241-D,morning,1,23,free,1
241-D BRTN2-MRTG-CVB,241-D,other,1,12,free,1
241-D KBS-BDG,241-D,afternoon,3,61,busy,2
241-D KBS-BDG,241-D,morning,3,54,normal,1
241-D KBS-BDG,241-D,other,2,46,normal,1
241-D VSD-BDG,241-D,afternoon,1,8,free,1
241-D VSD-BDG,241-D,other,1,19,free,1
241-E,241-E,afternoon,5,108,busy,3
241-E,241-E,morning,3,59,normal,1
241-E D35G-LKMB,241-E,morning,1,8,free,1
241-G KBS-SGH,241-G,afternoon,4,98,busy,2
241-G KBS-SGH,241-G,morning,3,82,busy,2
241-G MRBS-D35G,241-G,afternoon,2,43,normal,1
241-G MRBS-D35G,241-G,morning,1,13,free,1
241-H,241-H,afternoon,3,62,busy,2
241-H,241-H,morning,2,28,free,1
241-H,241-H,other,3,54,normal,1
241-M,241-M,afternoon,2,147,busy,2
241-M,241-M,morning,2,125,busy,2
241-M,241-M,other,2,97,busy,2
241-N,241-N,afternoon,3,83,busy,2
241-N,241-N,morning,6,171,busy,3
241-N,241-N,other,4,88,busy,2
241-N D31G-BDG,241-N,afternoon,1,13,free,1
241-P,241-P,afternoon,3,96,busy,2
241-P,241-P,morning,6,195,busy,3
241-P,241-P,other,3,99,busy,2
241-Q,241-Q,afternoon,1,20,free,1
241-Q,241-Q,morning,3,75,busy,2
241-Q,241-Q,other,2,31,normal,1
241-S,241-S,morning,1,40,normal,1
241-S KBS-UST,241-S,morning,2,56,normal,1
241-S SBS-TVK,241-S,afternoon,1,15,free,1
241-S SBS-TVK,241-S,morning,1,31,normal,1
242,242,afternoon,35,1146,busy,13
242,242,morning,28,1054,busy,10
242,242,other,12,348,busy,5
242 D31G-KMT,242 D31G-KMT,afternoon,12,216,busy,5
242 D31G-KMT,242 D31G-KMT,morning,2,36,normal,1
242 D31G-KMT,242 D31G-KMT,other,1,18,free,1
242 D35G-KMT,242 D35G-KMT,afternoon,16,487,busy,6
242 D35G-KMT,242 D35G-KMT,morning,12,393,busy,5
242 D35G-KMT,242 D35G-KMT,other,2,72,busy,2
242 D35G-TVK,242 D35G-TVK,afternoon,15,139,busy,6
242 D35G-TVK,242 D35G-TVK,morning,21,201,busy,8
242 D35G-TVK,242 D35G-TVK,other,6,60,busy,3
242 D43G-SDKC-MTK,242,morning,1,20,free,1
242 D43G-SDKC-MTK,242,other,1,20,free,1
242-B,242-B,afternoon,112,3397,busy,38
242-B,242-B,morning,112,3629,busy,38
242-B,242-B,other,84,2551,busy,29
242-B D31G-KBS,242-B,afternoon,12,168,busy,5
242-B D31G-KBS,242-B,morning,14,196,busy,6
242-B D31G-KBS,242-B,other,1,14,free,1
242-B D31G-TVK,242-B,afternoon,4,100,busy,2
242-B D31G-TVK,242-B,other,1,25,free,1
242-B KBS-D35G,242-B,afternoon,14,344,busy,6
242-B KBS-D35G,242-B,morning,6,146,busy,3
242-B KBS-D35G,242-B,other,8,191,busy,4
242-B KBS-JSN,242-B,morning,2,51,normal,1
242-B KBS-JSN,242-B,other,2,51,normal,1
242-B KBS-TVK-NML,242-B,other,2,122,busy,2
242-B SBS-TVK,242-B,morning,1,40,normal,1
242-B SNBS-TVK (Calla Bus),242-B,afternoon,1,7,free,1
242-B SNBS-TVK (Calla Bus),242-B,other,1,31,normal,1
242-B TVK-KBS-VSD,242-B,afternoon,2,45,normal,1
242-B TVK-KBS-VSD,242-B,morning,2,77,busy,2
242-B TVK-KBS-VSD,242-B,other,1,32,normal,1
242-CN D35G-ABDVN,242-CN,morning,1,9,free,1
242-CN D35G-ABDVN,242-CN,other,1,9,free,1
242-E,242-E,afternoon,1,43,normal,1
242-E,242-E,morning,4,190,busy,2
242-E,242-E,other,1,3,free,1
242-F,242-F,morning,3,132,busy,2
242-FA GDP-TVK,242-FA,afternoon,2,18,free,1
242-FA GDP-TVK,242-FA,morning,1,9,free,1
242-FB,242-FB,other,1,40,normal,1
242-H,242-H,afternoon,1,49,normal,1
242-H,242-H,morning,3,141,busy,2
242-H,242-H,other,2,95,busy,2
242-J,242-J,afternoon,1,48,normal,1
242-J,242-J,morning,3,140,busy,2
242-J KBS-DMH,242-J,other,2,84,busy,2
242-JA D35G-GNK,242-JA,morning,1,13,free,1
242-JA D35G-GNK,242-JA,other,1,13,free,1
242-JK,242-JK,afternoon,3,96,busy,2
242-JK,242-JK,morning,2,94,busy,2
242-K,242-K,afternoon,2,55,normal,1
242-K,242-K,morning,2,96,busy,2
242-K,242-K,other,1,41,normal,1
242-K D31G-KPL,242-K,morning,1,37,normal,1
242-L,242-L,afternoon,1,54,normal,1
242-L,242-L,morning,3,160,busy,2
242-L,242-L,other,4,122,busy,2
242-LA,242-LA,afternoon,1,41,normal,1
242-LA,242-LA,morning,3,162,busy,2
242-LA,242-LA,other,3,124,busy,2
242-M,242-M,afternoon,1,27,free,1
242-M,242-M,morning,2,122,busy,2
242-M,242-M,other,1,35,normal,1
242-MA,242-MA,afternoon,1,62,busy,2
242-MA,242-MA,morning,1,59,normal,1
242-MA KBS-SLVR,242-MA,afternoon,1,9,free,1
242-MA KBS-SLVR,242-MA,morning,2,93,busy,2
242-MA KBS-SLVR,242-MA,other,3,122,busy,2
242-N,242-N,afternoon,1,37,normal,1
242-N,242-N,morning,5,163,busy,3
242-N,242-N,other,3,84,busy,2
242-N KBS-GDH,242-N,afternoon,2,42,normal,1
242-N KBS-GDH,242-N,other,1,18,free,1
242-P,242-P,morning,3,124,busy,2
242-P,242-P,other,1,26,free,1
242-P KBS-HVLH,242-P,other,1,45,normal,1
242-Q,242-Q,afternoon,1,45,normal,1
242-Q,242-Q,morning,4,176,busy,2
242-Q KBS-GGH,242-Q,other,2,78,busy,2
242-R,242-R,afternoon,2,63,busy,2
242-R,242-R,morning,4,182,busy,2
242-R,242-R,other,3,119,busy,2
242-RA,242-RA,afternoon,2,79,busy,2
242-RA,242-RA,morning,1,47,normal,1
242-RA,242-RA,other,1,12,free,1
242-RA D35G-CMP,242-RA,other,1,14,free,1
242-SK,242-SK,afternoon,2,86,busy,2
242-SK,242-SK,morning,4,250,busy,2
242-SK,242-SK,other,4,164,busy,2
242-T,242-T,afternoon,1,44,normal,1
242-T,242-T,morning,3,145,busy,2
242-T,242-T,other,3,102,busy,2
242-TA,242-TA,morning,1,55,normal,1
242-TA KBS-MTK,242-TA,afternoon,1,33,normal,1
242-TA KBS-MTK,242-TA,other,1,18,free,1
242-TB,242-TB,afternoon,2,108,busy,2
242-TB,242-TB,morning,1,52,normal,1
242-TB D35G-KVH,242-TB,morning,1,23,free,1
242-TC,242-TC,afternoon,3,146,busy,2
242-TC,242-TC,morning,5,324,busy,3
242-TC,242-TC,other,2,122,busy,2
242-U,242-U,afternoon,2,72,busy,2
242-U,242-U,morning,3,136,busy,2
242-U,242-U,other,1,20,free,1
242-U KBS-LKSMP,242-U,morning,1,41,normal,1
242-U KBS-LKSMP,242-U,other,2,82,busy,2
242-Y D35G-AMP,242-Y,morning,1,21,free,1
242-Y KBS-AMP,242-Y,afternoon,4,151,busy,2
242-Y KBS-AMP,242-Y,morning,3,142,busy,2
242-Y KBS-AMP,242-Y,other,1,39,normal,1
242-Z,242-Z,afternoon,1,47,normal,1
242-Z,242-Z,morning,1,46,normal,1
242-Z D31G-TGH,242-Z,morning,1,36,normal,1
242-ZA,242-ZA,afternoon,4,160,busy,2
242-ZA,242-ZA,morning,5,273,busy,3
242-ZA,242-ZA,other,4,132,busy,2
242-ZB,242-ZB,afternoon,1,54,normal,1
242-ZB,242-ZB,morning,3,151,busy,2
242-ZB,242-ZB,other,3,110,busy,2
242-ZC,242-ZC,morning,3,161,busy,2
242-ZC,242-ZC,other,2,77,busy,2
242-ZC KBS-CFLS,242-ZC,afternoon,2,98,busy,2
242-ZD,242-ZD,afternoon,1,31,normal,1
242-ZD,242-ZD,morning,3,143,busy,2
242-ZD,242-ZD,other,3,111,busy,2
243-A,243-A,morning,1,24,free,1
243-A,243-A,other,1,25,free,1
243-B,243-B,afternoon,5,149,busy,3
243-B,243-B,morning,5,147,busy,3
243-B,243-B,other,3,100,busy,2
243-C,243-C,afternoon,2,35,normal,1
243-C,243-C,morning,3,103,busy,2
243-D,243-D,afternoon,4,109,busy,2
243-D,243-D,morning,6,183,busy,3
243-D,243-D,other,4,104,busy,2
243-F,243-F,afternoon,4,72,busy,2
243-F,243-F,morning,5,100,busy,3
243-F,243-F,other,3,53,normal,1
243-F D35G-GKH,243-F,morning,1,14,free,1
243-F D35G-GKH,243-F,other,1,14,free,1
243-J,243-J,afternoon,2,38,normal,1
243-J,243-J,morning,6,159,busy,3
243-J,243-J,other,8,200,busy,4
243-J CVB-BVN,243-J,morning,1,33,normal,1
243-J VSD,243-J VSD,afternoon,1,5,free,1
243-J VSD,243-J VSD,other,1,24,free,1
243-L,243-L,afternoon,20,362,busy,8
243-L,243-L,morning,19,390,busy,7
243-L,243-L,other,10,193,busy,4
243-L D31-LDH,243-L,morning,2,30,free,1
243-L SBS-VSD-KBS-LDH,243-L,afternoon,1,14,free,1
243-L SBS-VSD-KBS-LDH,243-L,morning,1,26,free,1
243-L SBS-VSD-KBS-LDH,243-L,other,1,16,free,1
243-M,243-M,afternoon,2,142,busy,2
243-M,243-M,morning,2,135,busy,2
243-M,243-M,other,3,97,busy,2
244-C VSD,244-C VSD,afternoon,1,4,free,1
244-C VSD,244-C VSD,morning,1,23,free,1
244-C VSD,244-C VSD,other,1,14,free,1
244-H,244-H,morning,1,15,free,1
245,245,afternoon,2,43,normal,1
245,245,morning,4,161,busy,2
245,245,other,4,124,busy,2
245-A,245-A,afternoon,1,59,normal,1
245-A,245-A,morning,2,115,busy,2
245-A,245-A,other,1,56,normal,1
245-C,245-C,afternoon,2,71,busy,2
245-C,245-C,morning,4,142,busy,2
245-C D35G-KDBG,245-C,afternoon,1,6,free,1
245-C D35G-KDBG,245-C,morning,2,12,free,1
245-D,245-D,afternoon,2,60,busy,2
245-D,245-D,morning,4,148,busy,2
245-D,245-D,other,5,144,busy,3
245-D D35G-BTH,245-D,morning,1,9,free,1
245-D D35G-BTH,245-D,other,1,9,free,1
245-DA,245-DA,morning,2,87,busy,2
245-DA KMT-BMTCTC,245-DA,morning,1,38,normal,1
245-E,245-E,afternoon,2,74,busy,2
245-E,245-E,morning,4,154,busy,2
245-E,245-E,other,4,120,busy,2
245-F,245-F,afternoon,5,141,busy,3
245-F,245-F,morning,4,166,busy,2
245-F,245-F,other,3,128,busy,2
245-GA,245-GA,afternoon,3,80,busy,2
245-GA,245-GA,morning,5,132,busy,3
245-GA,245-GA,other,3,62,busy,2
245-H,245-H,afternoon,2,65,busy,2
245-H,245-H,morning,2,110,busy,2
245-H,245-H,other,2,100,busy,2
245-HA,245-HA,afternoon,9,387,busy,4
245-HA,245-HA,morning,6,262,busy,3
245-HA,245-HA,other,2,27,free,1
245-J,245-J,afternoon,19,521,busy,7
245-J,245-J,morning,14,447,busy,6
245-J,245-J,other,8,238,busy,4
245-K,245-K,morning,1,38,normal,1
245-KN,245-KN,afternoon,12,290,busy,5
245-KN,245-KN,morning,9,203,busy,4
245-KN,245-KN,other,2,27,free,1
245-M,245-M,afternoon,6,191,busy,3
245-M,245-M,morning,6,181,busy,3
245-M,245-M,other,3,78,busy,2
245-M KBS-BMTCTC-MDH,245-M,afternoon,1,46,normal,1
245-M KBS-BMTCTC-MDH,245-M,morning,1,45,normal,1
245-M KBS-D43G,245-M,afternoon,1,52,normal,1
245-M KBS-SVNP-D43G,245-M,afternoon,1,39,normal,1
245-M KBS-SVNP-D43G,245-M,other,2,49,normal,1
245-M KMT-D43G,245-M,afternoon,1,22,free,1
245-M KMT-D43G,245-M,morning,1,39,normal,1
245-MA,245-MA,afternoon,4,127,busy,2
245-MA,245-MA,morning,3,98,busy,2
245-Q,245-Q,afternoon,5,134,busy,3
245-Q,245-Q,morning,3,70,busy,2
245-Q,245-Q,other,1,31,normal,1
245-R,245-R,afternoon,1,32,normal,1
245-R,245-R,morning,2,64,busy,2
245-R,245-R,other,1,32,normal,1
245-R KBS-DJP,245-R,afternoon,1,3,free,1
245-R KBS-DJP,245-R,morning,2,69,busy,2
245-R KBS-DJP,245-R,other,2,66,busy,2
246,246,afternoon,4,92,busy,2
246,246,morning,7,164,busy,3
246,246,other,1,2,free,1
247,247,morning,3,152,busy,2
247,247,other,1,56,normal,1
248,248,afternoon,113,3095,busy,39
248,248,morning,111,3530,busy,38
248,248,other,84,2468,busy,29
248 D09G-CKB,248 D09G-CKB,morning,1,17,free,1
248 D09G-KMT,248 D09G-KMT,morning,1,29,free,1
248 D09G-KMT,248 D09G-KMT,other,1,35,normal,1
248 D31G-JHC,248 D31G-JHC,afternoon,2,44,normal,1
248 JHC-CLO,248 JHC-CLO,other,1,30,free,1
248 JHC-DPJN,248 JHC-DPJN,afternoon,4,108,busy,2
248 KMT-D22G-JHC,248,other,1,40,normal,1
248 KMT-JHC-MLS,248,afternoon,1,39,normal,1
248 KMT-JHC-MLS,248,morning,8,306,busy,4
248 KMT-JHC-MLS,248,other,8,321,busy,4
248-A,248-A,afternoon,78,621,busy,27
248-A,248-A,morning,74,614,busy,26
248-A,248-A,other,24,187,busy,9
248-AA,248-AA,afternoon,9,159,busy,4
248-AA,248-AA,morning,5,90,busy,3
248-AA,248-AA,other,2,24,free,1
248-AB,248-AB,morning,1,18,free,1
248-AB,248-AB,other,1,20,free,1
248-AB NGSMS-CKB,248-AB,other,5,52,normal,2
248-B KMT-MLS,248-B,morning,1,39,normal,1
248-B KMT-MLS,248-B,other,2,88,busy,2
248-BA,248-BA,afternoon,12,467,busy,5
248-BA,248-BA,morning,21,1004,busy,8
248-BA,248-BA,other,19,667,busy,7
248-BA HGT-D31G,248-BA,morning,1,37,normal,1
248-F,248-F,afternoon,1,5,free,1
248-F,248-F,morning,4,114,busy,2
248-F,248-F,other,2,52,normal,1
248-G,248-G,afternoon,7,132,busy,3
248-G,248-G,other,3,52,normal,1
248-G MRTG-JHC-NMG,248-G,afternoon,3,85,busy,2
248-G MRTG-JHC-NMG,248-G,morning,2,71,busy,2
248-G MRTG-JHC-NMG,248-G,other,1,38,normal,1
248-HA NMG-NMG,248-HA,afternoon,1,50,normal,1
248-HA NMG-NMG,248-HA,other,1,40,normal,1
248-J,248-J,afternoon,2,75,busy,2
248-J,248-J,morning,2,107,busy,2
248-J,248-J,other,1,32,normal,1
248-L,248-L,afternoon,2,77,busy,2
248-L,248-L,morning,2,90,busy,2
248-L,248-L,other,1,13,free,1
248-N,248-N,afternoon,1,37,normal,1
248-N,248-N,morning,4,127,busy,2
248-P,248-P,afternoon,2,54,normal,1
248-P,248-P,morning,4,170,busy,2
248-P,248-P,other,3,116,busy,2
248-PS,248-PS,morning,7,170,busy,3
248-PS,248-PS,other,10,276,busy,4
248-T,248-T,morning,2,88,busy,2
248-U,248-U,afternoon,11,270,busy,5
248-U,248-U,morning,7,168,busy,3
248-U,248-U,other,1,26,free,1
248-V,248-V,afternoon,2,73,busy,2
248-V,248-V,morning,3,126,busy,2
248-V,248-V,other,3,99,busy,2
248-V D35G-STH,248-V,afternoon,1,36,normal,1
248-Y,248-Y,afternoon,1,68,busy,2
248-Z,248-Z,afternoon,2,97,busy,2
248-Z,248-Z,morning,1,69,busy,2
248-Z,248-Z,other,1,36,normal,1
248-Z KMT-KNW,248-Z,morning,1,70,busy,2
25,25,afternoon,6,114,busy,3
25,25,morning,4,71,busy,2
25,25,other,1,8,free,1
25-A,25-A,afternoon,66,1140,busy,23
25-A,25-A,morning,66,1260,busy,23
25-A,25-A,other,40,729,busy,14
25-B AGL-BSK-DOWN,25-B,morning,1,12,free,1
25-B AGL-BSK-DOWN,25-B,other,2,18,free,1
25-B AGL-VSD,25-B AGL-VSD,afternoon,1,5,free,1
25-B AGL-VSD,25-B AGL-VSD,other,1,18,free,1
25-BA,25-BA,afternoon,11,221,busy,5
25-BA,25-BA,morning,5,92,busy,3
25-BA,25-BA,other,1,23,free,1
25-E,25-E,afternoon,2,40,normal,1
25-E,25-E,morning,3,59,normal,1
250,250,afternoon,12,313,busy,5
250,250,morning,11,333,busy,5
250,250,other,5,154,busy,3
250-A,250-A,afternoon,15,354,busy,6
250-A,250-A,morning,16,396,busy,6
250-A,250-A,other,6,159,busy,3
250-AC,250-AC,afternoon,12,207,busy,5
250-AC,250-AC,morning,7,117,busy,3
250-AC,250-AC,other,5,86,busy,3
250-B,250-B,afternoon,7,176,busy,3
250-B,250-B,morning,5,148,busy,3
250-B,250-B,other,1,12,free,1
250-CA,250-CA,afternoon,3,57,normal,1
250-CA,250-CA,morning,2,51,normal,1
250-CC,250-CC,afternoon,1,12,free,1
250-CC,250-CC,morning,3,81,busy,2
250-CC,250-CC,other,2,41,normal,1
250-D,250-D,afternoon,2,63,busy,2
250-D,250-D,morning,5,158,busy,3
250-D,250-D,other,3,94,busy,2
250-DA,250-DA,afternoon,6,140,busy,3
250-DA,250-DA,morning,5,129,busy,3
250-DA,250-DA,other,3,67,busy,2
250-DD,250-DD,afternoon,7,229,busy,3
250-DD,250-DD,morning,7,239,busy,3
250-DT,250-DT,afternoon,4,100,busy,2
250-DT,250-DT,morning,3,98,busy,2
250-DT D45G-KDGC,250-DT,afternoon,1,25,free,1
250-DT D45G-KDGC,250-DT,morning,1,26,free,1
250-DT D45G-KDGC,250-DT,other,1,2,free,1
250-E,250-E,afternoon,2,51,normal,1
250-E,250-E,morning,2,70,busy,2
250-E,250-E,other,2,53,normal,1
250-E PSS-TMH,250-E,morning,1,19,free,1
250-F,250-F,afternoon,4,132,busy,2
250-F,250-F,morning,3,79,busy,2
250-F,250-F,other,1,14,free,1
250-F PSS-SSHL,250-F,morning,1,21,free,1
250-F PSS-SSHL,250-F,other,1,22,free,1
250-L,250-L,afternoon,1,14,free,1
250-L,250-L,morning,1,21,free,1
250-L,250-L,other,2,27,free,1
250-M,250-M,afternoon,2,46,normal,1
250-M,250-M,morning,5,123,busy,3
250-M,250-M,other,4,76,busy,2
250-N,250-N,afternoon,2,48,normal,1
250-N,250-N,morning,4,102,busy,2
250-N,250-N,other,3,54,normal,1
250-P,250-P,afternoon,14,350,busy,6
250-P,250-P,morning,19,547,busy,7
250-P,250-P,other,6,140,busy,3
250-S,250-S,afternoon,2,55,normal,1
250-S,250-S,morning,5,120,busy,3
250-S,250-S,other,3,71,busy,2
250-S GBL-VSD-KBS,250-S,afternoon,2,36,normal,1
250-S GBL-VSD-KBS,250-S,morning,1,29,free,1
250-S GBL-VSD-KBS,250-S,other,1,24,free,1
250-S PSS-GLB,250-S,afternoon,1,16,free,1
250-S PSS-GLB,250-S,morning,1,17,free,1
250-SA,250-SA,afternoon,2,62,busy,2
250-SA,250-SA,morning,3,93,busy,2
250-SA,250-SA,other,2,62,busy,2
250-SA ASK-SDN-KBS,250-SA,afternoon,1,37,normal,1
250-SA KBS-SDN-KDG,250-SA,morning,1,32,normal,1
250-SA KMT-KDGM,250-SA,morning,1,37,normal,1
250-SB,250-SB,afternoon,2,34,normal,1
250-SB,250-SB,morning,3,96,busy,2
250-SB,250-SB,other,3,94,busy,2
250-SB PSS-SVG,250-SB,morning,1,22,free,1
251,251,afternoon,1,48,normal,1
251,251,morning,2,81,busy,2
251,251,other,1,16,free,1
